LOCALIDADE;CEP INICIAL
SÃO BENTO DO SUL;89280001
SÃO BERNARDINO;89982000
SÃO BONIFÁCIO;88485000
SÃO CARLOS;89885000
SÃO CRISTÓVÃO DO SUL;89533000
SÃO DOMINGOS;89835000
SÃO FRANCISCO DO SUL;89240000
SÃO JOÃO BATISTA;88240000
SÃO JOÃO DO ITAPERIÚ;88395000
SÃO JOÃO DO OESTE;89897000
SÃO JOÃO DO SUL;88970000
SÃO JOAQUIM;88600000
SÃO JOSÉ;88100001
SÃO JOSÉ DO CEDRO;89930000
SÃO JOSÉ DO CERRITO;88570000
SÃO LOURENÇO DO OESTE;89990000
SÃO LUDGERO;88730000
SÃO MARTINHO;88765000
SÃO MIGUEL DA BOA VISTA;89879000
SÃO MIGUEL DO OESTE;89900000
SÃO PEDRO DE ALCÂNTARA;88125000
SAUDADES;89868000
SCHROEDER;89275000
SEARA;89770000
SERRA ALTA;89871000
SIDERÓPOLIS;88860000
SOMBRIO;88960000
SUL BRASIL;89855000
TAIÓ;89190000
TANGARÁ;89642000
TIGRINHOS;89875000
TIJUCAS;88200000
TIMBÉ DO SUL;88940000
TIMBÓ;89120000
TIMBÓ GRANDE;89545000
TRÊS BARRAS;89490000
TREVISO;88862000
TREZE DE MAIO;88710000
TREZE TÍLIAS;89650000
TROMBUDO CENTRAL;89176000
TUBARÃO;88700001
TUNÁPOLIS;89898000
TURVO;88930000
UNIÃO DO OESTE;89845000
URUBICI;88650000
URUPEMA;88625000
URUSSANGA;88840000
VARGEÃO;89690000
VARGEM;89638000
VARGEM BONITA;89675000
VIDAL RAMOS;88443000
VIDEIRA;89560000
VÍTOR MEIRELES;89148000
WITMARSUM;89157000
XANXERÊ;89820000
XAVANTINA;89780000
XAXIM;89825000
ZORTÉA;89633000
AMPARO DE SÃO FRANCISCO;49920000
AQUIDABÃ;49790000
ARACAJU;49000001
ARAUÁ;49220000
AREIA BRANCA;49580000
BARRA DOS COQUEIROS;49140000
BOQUIM;49360000
BREJO GRANDE;49995000
CAMPO DO BRITO;49520000
CANHOBA;49880000
CANINDÉ DE SÃO FRANCISCO;49820000
CAPELA;49700000
CARIRA;49550000
CARMÓPOLIS;49740000
CEDRO DE SÃO JOÃO;49930000
CRISTINÁPOLIS;49270000
CUMBE;49660000
DIVINA PASTORA;49650000
ESTÂNCIA;49200000
FEIRA NOVA;49670000
FREI PAULO;49514000
GARARU;49830000
GENERAL MAYNARD;49750000
GRACCHO CARDOSO;49860000
ILHA DAS FLORES;49990000
INDIAROBA;49250000
ITABAIANA;49500001
ITABAIANINHA;49290000
ITABI;49870000
ITAPORANGA D'AJUDA;49120000
JAPARATUBA;49960000
JAPOATÃ;49950000
LAGARTO;49400000
LARANJEIRAS;49170000
MACAMBIRA;49565000
MALHADA DOS BOIS;49940000
MALHADOR;49570000
MARUIM;49770000
MOITA BONITA;49560000
MONTE ALEGRE DE SERGIPE;49690000
MURIBECA;49780000
NEÓPOLIS;49980000
NOSSA SENHORA APARECIDA;49540000
NOSSA SENHORA DA GLÓRIA;49680000
NOSSA SENHORA DAS DORES;49600000
NOSSA SENHORA DE LOURDES;49890000
NOSSA SENHORA DO SOCORRO;49150000
PACATUBA;49970000
PEDRA MOLE;49512000
PEDRINHAS;49350000
PINHÃO;49517000
PIRAMBU;49190000
POÇO REDONDO;49810000
POÇO VERDE;49490000
PORTO DA FOLHA;49800000
PROPRIÁ;49900000
RIACHÃO DO DANTAS;49320000
RIACHUELO;49130000
RIBEIRÓPOLIS;49530000
ROSÁRIO DO CATETE;49760000
SALGADO;49390000
SANTA LUZIA DO ITANHY;49230000
SANTA ROSA DE LIMA;49640000
SANTANA DO SÃO FRANCISCO;49985000
SANTO AMARO DAS BROTAS;49180000
SÃO CRISTÓVÃO;49100000
SÃO DOMINGOS;49525000
SÃO FRANCISCO;49945000
SÃO MIGUEL DO ALEIXO;49535000
SIMÃO DIAS;49480000
SIRIRI;49630000
TELHA;49910000
TOBIAS BARRETO;49300000
TOMAR DO GERU;49280000
UMBAÚBA;49260000
ADAMANTINA;17800000
ADOLFO;15230000
AGUAÍ;13860000
ÁGUAS DA PRATA;13890000
ÁGUAS DE LINDÓIA;13940000
ÁGUAS DE SANTA BÁRBARA;18770000
ÁGUAS DE SÃO PEDRO;13525000
AGUDOS;17120000
ALAMBARI;18220000
ALFREDO MARCONDES;19180000
ALTAIR;15430000
ALTINÓPOLIS;14350000
ALTO ALEGRE;16310000
ALUMÍNIO;18125000
ÁLVARES FLORENCE;15540000
ÁLVARES MACHADO;19160000
ÁLVARO DE CARVALHO;17410000
ALVINLÂNDIA;17430000
AMERICANA;13465001
AMÉRICO BRASILIENSE;14820000
AMÉRICO DE CAMPOS;15550000
AMPARO;13900001
ANALÂNDIA;13550000
ANDRADINA;16900001
ANGATUBA;18240000
ANHEMBI;18620000
ANHUMAS;19580000
APARECIDA;12570000
APARECIDA D'OESTE;15735000
APIAÍ;18320000
ARAÇARIGUAMA;18147000
ARAÇATUBA;16000001
ARAÇOIABA DA SERRA;18190000
ARAMINA;14550000
ARANDU;18710000
ARAPEÍ;12870000
ARARAQUARA;14800001
ARARAS;13600001
ARCOÍRIS;17630000
AREALVA;17160000
AREIAS;12820000
AREIÓPOLIS;18670000
ARIRANHA;15960000
ARTUR NOGUEIRA;13160000
ASPÁSIA;15763000
ASSIS;19800001
ATIBAIA;12940001
AURIFLAMA;15350000
AVAÍ;16680000
AVANHANDAVA;16360000
AVARÉ;18700001
BADY BASSITT;15115000
BALBINOS;16640000
BÁLSAMO;15140000
BANANAL;12850000
BARÃO DE ANTONINA;18490000
BARBOSA;16350000
BARIRI;17250000
BARRA BONITA;17340000
BARRA DO CHAPÉU;18325000
BARRETOS;14780001
BARRINHA;14860000
BASTOS;17690000
BATATAIS;14300000
BAURU;17000001
BEBEDOURO;14700001
BENTO DE ABREU;16790000
BERNARDINO DE CAMPOS;18960000
BILAC;16210000
BIRIGÜI;16200001
BOA ESPERANÇA DO SUL;14930000
BOCAINA;17240000
BOFETE;18590000
BOITUVA;18550000
BOM JESUS DOS PERDÕES;12955000
BOM SUCESSO DE ITARARÉ;18475000
BORÁ;19740000
BORACÉIA;17270000
BORBOREMA;14955000
BOREBI;18675000
BOTUCATU;18600001
BRAGANÇA PAULISTA;12900001
BRAÚNA;16290000
BREJO ALEGRE;16265000
BRODOWSKI;14340000
BROTAS;17380000
BURI;18290000
BURITAMA;15290000
BURITIZAL;14570000
CABRÁLIA PAULISTA;17480000
CABREÚVA;13315000
CAÇAPAVA;12280001
CACHOEIRA PAULISTA;12630000
CACONDE;13770000
CAFELÂNDIA;16500000
CAIABU;19530000
CAIUÁ;19450000
CAJOBI;15410000
CAJURU;14240000
CAMPINA DO MONTE ALEGRE;18245000
CAMPINAS;13000001
CAMPO LIMPO PAULISTA;13230001
CAMPOS DO JORDÃO;12460000
CAMPOS NOVOS PAULISTA;19960000
CANAS;12615000
CÂNDIDO MOTA;19880000
CÂNDIDO RODRIGUES;15930000
CANITAR;18990000
CAPÃO BONITO;18300001
CAPELA DO ALTO;18195000
CAPIVARI;13360000
CARAGUATATUBA;11660001
CARDOSO;15570000
CASA BRANCA;13700000
CÁSSIA DOS COQUEIROS;14260000
CASTILHO;16920000
CATANDUVA;15800001
CATIGUÁ;15870000
CEDRAL;15895000
CERQUEIRA CÉSAR;18760000
CERQUILHO;18520000
CESÁRIO LANGE;18285000
CHARQUEADA;13515000
CHAVANTES;18970000
CLEMENTINA;16250000
COLINA;14770000
COLÔMBIA;14795000
CONCHAL;13835000
CONCHAS;18570000
CORDEIRÓPOLIS;13490000
COROADOS;16260000
CORONEL MACEDO;18745000
CORUMBATAÍ;13540000
COSMÓPOLIS;13150000
COSMORAMA;15530000
CRAVINHOS;14140000
CRISTAIS PAULISTA;14460000
CRUZÁLIA;19860000
CRUZEIRO;12700001
CUNHA;12530000
DESCALVADO;13690000
DIRCE REIS;15715000
DIVINOLÂNDIA;13780000
DOBRADA;15980000
DOIS CÓRREGOS;17300000
DOLCINÓPOLIS;15740000
DOURADO;13590000
DRACENA;17900000
DUARTINA;17470000
DUMONT;14120000
ECHAPORÃ;19830000
ELIAS FAUSTO;13350000
ELISIÁRIO;15823000
EMBAÚBA;15425000
EMILIANÓPOLIS;19350000
ENGENHEIRO COELHO;13165000
ESPÍRITO SANTO DO PINHAL;13990000
ESPÍRITO SANTO DO TURVO;18935000
ESTIVA GERBI;13857000
ESTRELA D'OESTE;15650000
ESTRELA DO NORTE;19230000
EUCLIDES DA CUNHA PAULISTA;19275000
FARTURA;18870000
FERNANDO PRESTES;15940000
FERNANDÓPOLIS;15600000
FERNÃO;17455000
FLORA RICA;17870000
FLOREAL;15320000
FLÓRIDA PAULISTA;17830000
FLORÍNIA;19870000
FRANCA;14400001
GABRIEL MONTEIRO;16220000
GÁLIA;17450000
GARÇA;17400000
GASTÃO VIDIGAL;15330000
GAVIÃO PEIXOTO;14813000
GENERAL SALGADO;15300000
GETULINA;16450000
GLICÉRIO;16270000
GUAIÇARA;16430000
GUAIMBÊ;16480000
GUAÍRA;14790000
GUAPIAÇU;15110000
GUAPIARA;18310000
GUARÁ;14580000
GUARAÇAÍ;16980000
GUARACI;15420000
GUARANI D'OESTE;15680000
GUARANTÃ;16570000
GUARARAPES;16700000
GUARATINGUETÁ;12500001
GUAREÍ;18250000
GUARIBA;14840000
GUATAPARÁ;14115000
GUZOLÂNDIA;15355000
HERCULÂNDIA;17650000
HOLAMBRA;13825000
HORTOLÂNDIA;13183001
IACANGA;17180000
IACRI;17680000
IARAS;18775000
IBATÉ;14815000
IBIRÁ;15860000
IBIRAREMA;19940000
IBITINGA;14940000
IBIÚNA;18150000
ICÉM;15460000
IEPÊ;19640000
IGARAÇU DO TIETÊ;17350000
IGARAPAVA;14540000
IGARATÁ;12350000
ILHA SOLTEIRA;15385000
ILHABELA;11630000
INDAIATUBA;13330001
INDIANA;19560000
INDIAPORÃ;15690000
INÚBIA PAULISTA;17760000
IPAUSSU;18950000
IPERÓ;18560000
IPEÚNA;13537000
IPIGUÁ;15108000
IPORANGA;18330000
IPUÃ;14610000
IRACEMÁPOLIS;13495000
IRAPUÃ;14990000
IRAPURU;17880000
ITABERÁ;18440000
ITAÍ;18730000
ITAJOBI;15840000
ITAJU;17260000
ITAÓCA;18360000
ITAPETININGA;18200001
ITAPEVA;18400001
ITAPIRA;13970001
ITAPIRAPUÃ PAULISTA;18385000
ITÁPOLIS;14900000
ITAPORANGA;18480000
ITAPUÍ;17230000
ITAPURA;15390000
ITARARÉ;18460000
ITATIBA;13250001
ITATINGA;18690000
ITIRAPINA;13530000
ITIRAPUÃ;14420000
ITOBI;13715000
ITU;13300001
ITUPEVA;13295000
ITUVERAVA;14500000
JABORANDI;14775000
JABOTICABAL;14870001
JACAREÍ;12300001
JACI;15155000
JAGUARIÚNA;13820000
JALES;15700001
JAMBEIRO;12270000
JARDINÓPOLIS;14680000
JARINU;13240000
JAÚ;17200001
JERIQUARA;14450000
JOANÓPOLIS;12980000
JOÃO RAMALHO;19680000
JOSÉ BONIFÁCIO;15200000
JÚLIO MESQUITA;17550000
JUMIRIM;18535000
JUNDIAÍ;13200001
JUNQUEIRÓPOLIS;17890000
LAGOINHA;12130000
LARANJAL PAULISTA;18500000
LAVÍNIA;16850000
LAVRINHAS;12760000
LEME;13610001
LENÇÓIS PAULISTA;18680001
LIMEIRA;13480001
LINDÓIA;13950000
LINS;16400001
LORENA;12600001
LOURDES;15285000
LOUVEIRA;13290000
LUCÉLIA;17780000
LUCIANÓPOLIS;17475000
LUÍS ANTÔNIO;14210000
LUIZIÂNIA;16340000
LUPÉRCIO;17420000
LUTÉCIA;19750000
MACATUBA;17290000
MACAUBAL;15270000
MACEDÔNIA;15620000
MÁGDA;15310000
MAIRINQUE;18120000
MANDURI;18780000
MARABÁ PAULISTA;19430000
MARACAÍ;19840000
MARAPOAMA;15845000
MARIÁPOLIS;17810000
MARÍLIA;17500001
MARINÓPOLIS;15730000
MARTINÓPOLIS;19500000
MATÃO;15990001
MENDONÇA;15220000
MERIDIANO;15625000
MESÓPOLIS;15748000
MIGUELÓPOLIS;14530000
MINEIROS DO TIETÊ;17320000
MIRA ESTRELA;15580000
MIRANDÓPOLIS;16800000
MIRANTE DO PARANAPANEMA;19260000
MIRASSOL;15130000
MIRASSOLÂNDIA;15145000
MOCOCA;13730001
MOGI GUAÇU;13840001
MOGI MIRIM;13800001
MOMBUCA;13380000
MONÇÕES;15275000
MONTE ALEGRE DO SUL;13910000
MONTE ALTO;15910000
MONTE APRAZÍVEL;15150000
MONTE AZUL PAULISTA;14730000
MONTE CASTELO;17960000
MONTE MOR;13190000
MONTEIRO LOBATO;12250000
MORRO AGUDO;14640000
MORUNGABA;13260000
MOTUCA;14835000
MURUTINGA DO SUL;16950000
NANTES;19645000
NARANDIBA;19220000
NATIVIDADE DA SERRA;12180000
NAZARÉ PAULISTA;12960000
NEVES PAULISTA;15120000
NHANDEARA;15190000
NIPOÃ;15240000
NOVA ALIANÇA;15210000
NOVA CAMPINA;18435000
NOVA CANAÃ PAULISTA;15773000
NOVA CASTILHO;15313000
NOVA EUROPA;14920000
NOVA GRANADA;15440000
NOVA GUATAPORANGA;17950000
NOVA INDEPENDÊNCIA;16940000
NOVA LUZITÂNIA;15340000
NOVA ODESSA;13380001
NOVAIS;15885000
NOVO HORIZONTE;14960000
NUPORANGA;14670000
OCAUÇU;17540000
ÓLEO;18790000
OLÍMPIA;15400000
ONDA VERDE;15450000
ORIENTE;17570000
ORINDIÚVA;15480000
ORLÂNDIA;14620000
OSCAR BRESSANE;19770000
OSVALDO CRUZ;17700000
OURINHOS;19900001
OURO VERDE;17920000
OUROESTE;15685000
PACAEMBU;17860000
PALESTINA;15470000
PALMARES PAULISTA;15828000
PALMEIRA D'OESTE;15720000
PALMITAL;19970000
PANORAMA;17980000
PARAGUAÇU PAULISTA;19700000
PARAIBUNA;12260000
PARAÍSO;15825000
PARANAPANEMA;18720000
PARANAPUÃ;15745000
PARAPUÃ;17730000
PARDINHO;18640000
PARISI;15525000
PATROCÍNIO PAULISTA;14415000
PAULICÉIA;17990000
PAULÍNIA;13140001
PAULISTÂNIA;17150000
PAULO DE FARIA;15490000
PEDERNEIRAS;17280000
PEDRA BELA;12990000
PEDRANÓPOLIS;15630000
PEDREGULHO;14470000
PEDREIRA;13920000
PEDRINHAS PAULISTA;19865000
PENÁPOLIS;16300000
PEREIRA BARRETO;15370000
PEREIRAS;18580000
PIACATU;16230000
PIEDADE;18170000
PILAR DO SUL;18185000
PINDAMONHANGABA;12400001
PINDORAMA;15830000
PINHALZINHO;12995000
PIQUEROBI;19410000
PIQUETE;12620000
PIRACAIA;12970000
PIRACICABA;13400001
PIRAJU;18800000
PIRAJUÍ;16600000
PIRANGI;15820000
PIRAPOZINHO;19200000
PIRASSUNUNGA;13630001
PIRATININGA;17490000
PITANGUEIRAS;14750000
PLANALTO;15260000
PLATINA;19990000
POLONI;15160000
POMPÉIA;17580000
PONGAÍ;16660000
PONTAL;14180000
PONTALINDA;15718000
PONTES GESTAL;15560000
POPULINA;15670000
PORANGABA;18260000
PORTO FELIZ;18540000
PORTO FERREIRA;13660000
POTIM;12525000
POTIRENDABA;15105000
PRACINHA;17790000
PRADÓPOLIS;14850000
PRATÂNIA;18660000
PRESIDENTE ALVES;16670000
PRESIDENTE BERNARDES;19300000
PRESIDENTE EPITÁCIO;19470000
PRESIDENTE PRUDENTE;19000001
PRESIDENTE VENCESLAU;19400000
PROMISSÃO;16370000
QUADRA;18255000
QUATÁ;19780000
QUEIROZ;17590000
QUELUZ;12800000
QUINTANA;17670000
RAFARD;13370000
RANCHARIA;19600000
REDENÇÃO DA SERRA;12170000
REGENTE FEIJÓ;19570000
REGINÓPOLIS;17190000
RESTINGA;14430000
RIBEIRA;18380000
RIBEIRÃO BONITO;13580000
RIBEIRÃO BRANCO;18430000
RIBEIRÃO CORRENTE;14445000
RIBEIRÃO DO SUL;19930000
RIBEIRÃO DOS ÍNDIOS;19380000
RIBEIRÃO GRANDE;18315000
RIBEIRÃO PRETO;14000001
RIFAINA;14490000
RINCÃO;14830000
RINÓPOLIS;17740000
RIO CLARO;13500001
RIO DAS PEDRAS;13390000
RIOLÂNDIA;15495000
RIVERSUL;18470000
ROSANA;19273000
ROSEIRA;12580000
RUBIÁCEA;16750000
RUBINÉIA;15790000
SABINO;16440000
SAGRES;17710000
SALES;14980000
SALES OLIVEIRA;14660000
SALMOURÃO;17720000
SALTINHO;13440000
SALTO;13320001
SALTO DE PIRAPORA;18160000
SALTO GRANDE;19920000
SANDOVALINA;19250000
SANTA ADÉLIA;15950000
SANTA ALBERTINA;15750000
SANTA BÁRBARA D'OESTE;13450001
SANTA BRANCA;12380000
SANTA CLARA D'OESTE;15785000
SANTA CRUZ DA CONCEIÇÃO;13625000
SANTA CRUZ DA ESPERANÇA;14250000
SANTA CRUZ DAS PALMEIRAS;13650000
SANTA CRUZ DO RIO PARDO;18900000
SANTA ERNESTINA;15970000
SANTA FÉ DO SUL;15775000
SANTA GERTRUDES;13510000
SANTA LÚCIA;14825000
SANTA MARIA DA SERRA;17370000
SANTA MERCEDES;17940000
SANTA RITA D'OESTE;15780000
SANTA RITA DO PASSA QUATRO;13670000
SANTA ROSA DE VITERBO;14270000
SANTA SALETE;15768000
SANTANA DA PONTE PENSA;15765000
SANTO ANASTÁCIO;19360000
SANTO ANTÔNIO DA ALEGRIA;14390000
SANTO ANTÔNIO DE POSSE;13830000
SANTO ANTÔNIO DO ARACANGUÁ;16130000
SANTO ANTÔNIO DO JARDIM;13995000
SANTO ANTÔNIO DO PINHAL;12450000
SANTO EXPEDITO;19190000
SANTÓPOLIS DO AGUAPEÍ;16240000
SÃO BENTO DO SAPUCAÍ;12490000
SÃO CARLOS;13560001
SÃO FRANCISCO;15710000
SÃO JOÃO DA BOA VISTA;13870001
SÃO JOÃO DAS DUAS PONTES;15640000
SÃO JOÃO DE IRACEMA;15315000
SÃO JOÃO DO PAU D'ALHO;17970000
SÃO JOAQUIM DA BARRA;14600000
SÃO JOSÉ DA BELA VISTA;14440000
SÃO JOSÉ DO BARREIRO;12830000
SÃO JOSÉ DO RIO PARDO;13720000
SÃO JOSÉ DO RIO PRETO;15000001
SÃO JOSÉ DOS CAMPOS;12200001
SÃO LUIZ DO PARAITINGA;12140000
SÃO MANUEL;18650000
SÃO MIGUEL ARCANJO;18230000
SÃO PEDRO;13520000
SÃO PEDRO DO TURVO;18940000
SÃO ROQUE;18130001
SÃO SEBASTIÃO;11600000
SÃO SEBASTIÃO DA GRAMA;13790000
SÃO SIMÃO;14200000
SARAPUÍ;18225000
SARUTAIÁ;18840000
SEBASTIANÓPOLIS DO SUL;15180000
SERRA AZUL;14230000
SERRA NEGRA;13930000
SERRANA;14150000
SERTÃOZINHO;14160001
SEVERÍNIA;14735000
SILVEIRAS;12690000
SOCORRO;13960000
SOROCABA;18000001
SUD MENNUCCI;15360000
SUMARÉ;13170001
SUZANÁPOLIS;15380000
TABAPUÃ;15880000
TABATINGA;14910000
TACIBA;19590000
TAGUAÍ;18890000
TAIAÇU;14725000
TAIÚVA;14720000
TAMBAÚ;13710000
TANABI;15170000
TAPIRAÍ;18180000
TAPIRATIBA;13760000
TAQUARAL;14765000
TAQUARITINGA;15900000
TAQUARITUBA;18740000
TAQUARIVAÍ;18425000
TARABAI;19210000
TARUMÃ;19820000
TATUÍ;18270001
TAUBATÉ;12000001
TEJUPÁ;18830000
TEODORO SAMPAIO;19280000
TERRA ROXA;14745000
TIETÊ;18530000
TIMBURI;18860000
TORRE DE PEDRA;18265000
TORRINHA;17360000
TRABIJU;14935000
TREMEMBÉ;12120000
TRÊS FRONTEIRAS;15770000
TUIUTI;12930000
TUPÃ;17600001
TUPI PAULISTA;17930000
TURIÚBA;15280000
TURMALINA;15755000
UBARANA;15225000
UBATUBA;11680000
UBIRAJARA;17440000
UCHOA;15890000
UNIÃO PAULISTA;15250000
URÂNIA;15760000
URU;16650000
URUPÊS;15850000
VALENTIM GENTIL;15520000
VALINHOS;13270001
VALPARAÍSO;16880000
VARGEM;12935000
VARGEM GRANDE DO SUL;13880000
VÁRZEA PAULISTA;13220001
VERA CRUZ;17560000
VINHEDO;13280000
VIRADOURO;14740000
VISTA ALEGRE DO ALTO;15920000
VITÓRIA BRASIL;15713000
VOTORANTIM;18110001
VOTUPORANGA;15500001
ZACARIAS;15265000
ARUJÁ;07400001
BARRA DO TURVO;11955000
BARUERI;06400001
BERTIOGA;11250000
BIRITIBAMIRIM;08940000
CAIEIRAS;07700001
CAJAMAR;07750001
CAJATI;11950000
CANANÉIA;11990000
CARAPICUÍBA;06300001
COTIA;06700001
CUBATÃO;11500001
DIADEMA;09900001
ELDORADO;11960000
EMBU DAS ARTES;06800001
EMBUGUAÇU;06900000
FERRAZ DE VASCONCELOS;08500001
FRANCISCO MORATO;07900001
FRANCO DA ROCHA;07800001
GUARAREMA;08900000
GUARUJÁ;11400001
GUARULHOS;07000001
IGUAPE;11920000
ILHA COMPRIDA;11925000
ITANHAÉM;11740000
ITAPECERICA DA SERRA;06850001
ITAPEVI;06650001
ITAQUAQUECETUBA;08570001
ITARIRI;11760000
JACUPIRANGA;11940000
JANDIRA;06600001
JUQUIÁ;11800000
JUQUITIBA;06950000
MAIRIPORÃ;07600000
MAUÁ;09300001
MIRACATU;11850000
MOGI DAS CRUZES;08700001
MONGAGUÁ;11730000
OSASCO;06000001
PARIQUERAAÇU;11930000
PEDRO DE TOLEDO;11790000
PERUÍBE;11750000
PIRAPORA DO BOM JESUS;06550000
POÁ;08550001
PRAIA GRANDE;11700001
REGISTRO;11900000
RIBEIRÃO PIRES;09400001
RIO GRANDE DA SERRA;09450000
SALESÓPOLIS;08970000
SANTA ISABEL;07500000
SANTANA DE PARNAÍBA;06500001
SANTO ANDRÉ;09000001
SANTOS;11000001
SÃO BERNARDO DO CAMPO;09600001
SÃO CAETANO DO SUL;09500001
SÃO LOURENÇO DA SERRA;06890000
SÃO PAULO;01000001
SÃO PAULO;08000000
SÃO VICENTE;11300001
SETE BARRAS;11910000
SUZANO;08600001
TABOÃO DA SERRA;06750001
VARGEM GRANDE PAULISTA;06730000
ABREULÂNDIA;77693000
AGUIARNÓPOLIS;77908000
ALIANÇA DO TOCANTINS;77455000
ALMAS;77310000
ALVORADA;77480000
ANANÁS;77890000
ANGICO;77905000
APARECIDA DO RIO NEGRO;77620000
ARAGOMINAS;77845000
ARAGUACEMA;77690000
ARAGUAÇU;77475000
ARAGUAÍNA;77800001
ARAGUANÃ;77855000
ARAGUATINS;77950000
ARAPOEMA;77780000
ARRAIAS;77330000
AUGUSTINÓPOLIS;77960000
AURORA DO TOCANTINS;77325000
AXIXÁ DO TOCANTINS;77930000
BABAÇULÂNDIA;77870000
BANDEIRANTES DO TOCANTINS;77783000
BARRA DO OURO;77765000
BARROLÂNDIA;77665000
BERNARDO SAYÃO;77755000
BOM JESUS DO TOCANTINS;77714000
BRASILÂNDIA DO TOCANTINS;77735000
BREJINHO DE NAZARÉ;77560000
BURITI DO TOCANTINS;77995000
CACHOEIRINHA;77915000
CAMPOS LINDOS;77777000
CARIRI DO TOCANTINS;77453000
CARMOLÂNDIA;77840000
CARRASCO BONITO;77985000
CASEARA;77680000
CENTENÁRIO;77723000
CHAPADA DA NATIVIDADE;77378000
CHAPADA DE AREIA;77575000
COLINAS DO TOCANTINS;77760000
COLMÉIA;77725000
COMBINADO;77350000
CONCEIÇÃO DO TOCANTINS;77305000
COUTO DE MAGALHÃES;77750000
CRISTALÂNDIA;77490000
CRIXÁS DO TOCANTINS;77463000
DARCINÓPOLIS;77910000
DIANÓPOLIS;77300000
DIVINÓPOLIS DO TOCANTINS;77670000
DOIS IRMÃOS DO TOCANTINS;77685000
DUERÊ;77485000
ESPERANTINA;77993000
FÁTIMA;77555000
FIGUEIRÓPOLIS;77465000
FILADÉLFIA;77795000
FORMOSO DO ARAGUAIA;77470000
FORTALEZA DO TABOCÃO;77708000
GOIANORTE;77695000
GOIATINS;77770000
GUARAÍ;77700000
GURUPI;77400001
IPUEIRAS;77553000
ITACAJÁ;77720000
ITAGUATINS;77920000
ITAPIRATINS;77718000
ITAPORÃ DO TOCANTINS;77740000
JAÚ DO TOCANTINS;77450000
JUARINA;77753000
LAGOA DA CONFUSÃO;77493000
LAGOA DO TOCANTINS;77613000
LAJEADO;77645000
LAVANDEIRA;77328000
LIZARDA;77630000
LUZINÓPOLIS;77903000
MARIANÓPOLIS DO TOCANTINS;77675000
MATEIROS;77593000
MAURILÂNDIA DO TOCANTINS;77918000
MIRACEMA DO TOCANTINS;77650000
MIRANORTE;77660000
MONTE DO CARMO;77585000
MONTE SANTO DO TOCANTINS;77673000
MURICILÂNDIA;77850000
NATIVIDADE;77370000
NAZARÉ;77895000
NOVA OLINDA;77790000
NOVA ROSALÂNDIA;77495000
NOVO ACORDO;77610000
NOVO ALEGRE;77353000
NOVO JARDIM;77318000
OLIVEIRA DE FÁTIMA;77558000
PALMAS;77000001
PALMEIRANTE;77798000
PALMEIRAS DO TOCANTINS;77913000
PALMEIRÓPOLIS;77365000
PARAÍSO DO TOCANTINS;77600000
PARANÃ;77360000
PAU D'ARCO;77785000
PEDRO AFONSO;77710000
PEIXE;77460000
PEQUIZEIRO;77730000
PINDORAMA DO TOCANTINS;77380000
PIRAQUÊ;77888000
PIUM;77570000
PONTE ALTA DO BOM JESUS;77315000
PONTE ALTA DO TOCANTINS;77590000
PORTO ALEGRE DO TOCANTINS;77395000
PORTO NACIONAL;77500000
PRAIA NORTE;77970000
PRESIDENTE KENNEDY;77745000
PUGMIL;77603000
RECURSOLÂNDIA;77733000
RIACHINHO;77893000
RIO DA CONCEIÇÃO;77303000
RIO DOS BOIS;77655000
RIO SONO;77635000
SAMPAIO;77980000
SANDOLÂNDIA;77478000
SANTA FÉ DO ARAGUAIA;77848000
SANTA MARIA DO TOCANTINS;77716000
SANTA RITA DO TOCANTINS;77565000
SANTA ROSA DO TOCANTINS;77375000
SANTA TEREZA DO TOCANTINS;77615000
SANTA TEREZINHA DO TOCANTINS;77885000
SÃO BENTO DO TOCANTINS;77958000
SÃO FÉLIX DO TOCANTINS;77605000
SÃO MIGUEL DO TOCANTINS;77925000
SÃO SALVADOR DO TOCANTINS;77368000
SÃO SEBASTIÃO DO TOCANTINS;77990000
SÃO VALÉRIO DA NATIVIDADE;77390000
SILVANÓPOLIS;77580000
SÍTIO NOVO DO TOCANTINS;77940000
SUCUPIRA;77458000
TAGUATINGA;77320000
TAIPAS DO TOCANTINS;77308000
TALISMÃ;77483000
TOCANTÍNIA;77640000
TOCANTINÓPOLIS;77900000
TUPIRAMA;77704000
TUPIRATINS;77743000
WANDERLÂNDIA;77860000
XAMBIOÁ;77880000
